name,time,application,num_replicas,batch_size
ncf-2578,479579.0,ncf,1,32768
ncf-2579,479580.0,ncf,1,32768
cifar10-2580,479664.0,cifar10,12,4096
ncf-2581,480096.0,ncf,1,32768
cifar10-2582,480696.0,cifar10,6,2048
cifar10-2583,481296.0,cifar10,6,2048
imagenet-2584,481385.0,imagenet,32,6400
cifar10-2585,481896.0,cifar10,16,4096
bert-2586,482128.0,bert,8,384
ncf-2587,483096.0,ncf,1,32768
ncf-2588,483697.0,ncf,1,32768
ncf-2589,484297.0,ncf,1,32768
yolov3-2590,484308.0,yolov3,4,64
ncf-2591,484753.0,ncf,1,32768
cifar10-2592,484760.0,cifar10,16,4096
yolov3-2593,485142.0,yolov3,4,64
cifar10-2594,485226.0,cifar10,6,2048
ncf-2595,485232.0,ncf,1,32768
ncf-2596,485245.0,ncf,1,32768
ncf-2597,485497.0,ncf,1,32768
cifar10-2598,486096.0,cifar10,6,2048
imagenet-2599,486478.0,imagenet,32,6400
ncf-2600,486697.0,ncf,1,32768
deepspeech2-2601,486741.0,deepspeech2,8,320
ncf-2602,487122.0,ncf,1,32768
cifar10-2603,487296.0,cifar10,12,4096
cifar10-2604,487304.0,cifar10,12,4096
ncf-2605,487322.0,ncf,1,32768
cifar10-2606,487328.0,cifar10,16,4096
ncf-2607,487881.0,ncf,1,32768
cifar10-2608,487887.0,cifar10,8,2048
cifar10-2609,487893.0,cifar10,8,2048
ncf-2610,487896.0,ncf,1,32768
cifar10-2611,488203.0,cifar10,16,4096
cifar10-2612,488205.0,cifar10,8,2048
bert-2613,488261.0,bert,6,384
ncf-2614,488267.0,ncf,1,32768
yolov3-2615,488271.0,yolov3,4,64
yolov3-2616,488292.0,yolov3,4,64
cifar10-2617,488496.0,cifar10,6,2048
cifar10-2618,489341.0,cifar10,16,4096
ncf-2619,489696.0,ncf,1,32768
cifar10-2620,489954.0,cifar10,8,2048
cifar10-2621,489967.0,cifar10,12,4096
cifar10-2622,490086.0,cifar10,16,4096
cifar10-2623,490093.0,cifar10,16,4096
ncf-2624,490100.0,ncf,1,32768
cifar10-2625,490106.0,cifar10,16,4096
cifar10-2626,490114.0,cifar10,16,4096
ncf-2627,490121.0,ncf,1,32768
cifar10-2628,490233.0,cifar10,8,2048
cifar10-2629,490239.0,cifar10,12,4096
ncf-2630,490245.0,ncf,1,32768
ncf-2631,490251.0,ncf,1,32768
deepspeech2-2632,490257.0,deepspeech2,12,640
ncf-2633,490296.0,ncf,1,32768
bert-2634,490506.0,bert,8,384
ncf-2635,490896.0,ncf,1,32768
imagenet-2636,491081.0,imagenet,48,6400
cifar10-2637,491457.0,cifar10,16,4096
cifar10-2638,491490.0,cifar10,6,2048
ncf-2639,491496.0,ncf,1,32768
yolov3-2640,491592.0,yolov3,4,64
ncf-2641,491678.0,ncf,1,32768
ncf-2642,491681.0,ncf,1,32768
ncf-2643,491681.0,ncf,1,32768
ncf-2644,491681.0,ncf,1,32768
cifar10-2645,492096.0,cifar10,8,2048
imagenet-2646,492303.0,imagenet,48,6400
ncf-2647,492394.0,ncf,1,32768
cifar10-2648,492541.0,cifar10,12,4096
ncf-2649,492543.0,ncf,1,32768
ncf-2650,492546.0,ncf,1,32768
cifar10-2651,492548.0,cifar10,6,2048
cifar10-2652,492697.0,cifar10,16,4096
ncf-2653,493113.0,ncf,1,32768
cifar10-2654,493296.0,cifar10,16,4096
deepspeech2-2655,493483.0,deepspeech2,6,320
bert-2656,493565.0,bert,8,384
ncf-2657,493678.0,ncf,1,32768
cifar10-2658,493896.0,cifar10,8,2048
ncf-2659,494391.0,ncf,1,32768
cifar10-2660,494396.0,cifar10,16,4096
ncf-2661,494465.0,ncf,1,32768
cifar10-2662,494465.0,cifar10,8,2048
ncf-2663,494471.0,ncf,1,32768
ncf-2664,494476.0,ncf,1,32768
ncf-2665,494490.0,ncf,1,32768
deepspeech2-2666,494510.0,deepspeech2,12,640
ncf-2667,494820.0,ncf,1,32768
ncf-2668,494994.0,ncf,1,32768
ncf-2669,495025.0,ncf,1,32768
ncf-2670,495056.0,ncf,1,32768
yolov3-2671,495244.0,yolov3,4,64
cifar10-2672,495281.0,cifar10,12,4096
cifar10-2673,495453.0,cifar10,6,2048
cifar10-2674,495484.0,cifar10,8,2048
ncf-2675,495518.0,ncf,1,32768
ncf-2676,495632.0,ncf,1,32768
bert-2677,495644.0,bert,6,384
bert-2678,495649.0,bert,16,384
ncf-2679,495655.0,ncf,1,32768
bert-2680,495661.0,bert,16,384
cifar10-2681,495667.0,cifar10,8,2048
ncf-2682,495672.0,ncf,1,32768
cifar10-2683,495677.0,cifar10,8,2048
ncf-2684,495683.0,ncf,1,32768
ncf-2685,495696.0,ncf,1,32768
cifar10-2686,495842.0,cifar10,6,2048
deepspeech2-2687,496022.0,deepspeech2,12,640
bert-2688,496023.0,bert,16,384
bert-2689,496023.0,bert,8,384
bert-2690,496024.0,bert,8,384
deepspeech2-2691,496025.0,deepspeech2,6,320
deepspeech2-2692,496027.0,deepspeech2,6,320
cifar10-2693,496174.0,cifar10,12,4096
ncf-2694,496296.0,ncf,1,32768
cifar10-2695,496896.0,cifar10,8,2048
imagenet-2696,496937.0,imagenet,32,6400
imagenet-2697,496946.0,imagenet,24,3200
ncf-2698,497332.0,ncf,1,32768
ncf-2699,497465.0,ncf,1,32768
cifar10-2700,497496.0,cifar10,16,4096
ncf-2701,497500.0,ncf,1,32768
cifar10-2702,497576.0,cifar10,8,2048
cifar10-2703,497702.0,cifar10,8,2048
ncf-2704,497774.0,ncf,1,32768
cifar10-2705,498617.0,cifar10,8,2048
ncf-2706,498687.0,ncf,1,32768
cifar10-2707,498696.0,cifar10,12,4096
cifar10-2708,498727.0,cifar10,16,4096
cifar10-2709,499296.0,cifar10,16,4096
cifar10-2710,499365.0,cifar10,16,4096
ncf-2711,499394.0,ncf,1,32768
cifar10-2712,499425.0,cifar10,12,4096
deepspeech2-2713,499606.0,deepspeech2,12,640
ncf-2714,499896.0,ncf,1,32768
ncf-2715,499986.0,ncf,1,32768
cifar10-2716,500496.0,cifar10,8,2048
cifar10-2717,500632.0,cifar10,16,4096
ncf-2718,500645.0,ncf,1,32768
cifar10-2719,500684.0,cifar10,8,2048
cifar10-2720,500686.0,cifar10,6,2048
cifar10-2721,500718.0,cifar10,6,2048
ncf-2722,500724.0,ncf,1,32768
ncf-2723,500741.0,ncf,1,32768
cifar10-2724,500763.0,cifar10,16,4096
ncf-2725,500765.0,ncf,1,32768
cifar10-2726,500818.0,cifar10,6,2048
ncf-2727,500838.0,ncf,1,32768
cifar10-2728,500856.0,cifar10,12,4096
ncf-2729,500888.0,ncf,1,32768
ncf-2730,500896.0,ncf,1,32768
ncf-2731,500927.0,ncf,1,32768
ncf-2732,500935.0,ncf,1,32768
ncf-2733,500962.0,ncf,1,32768
cifar10-2734,500975.0,cifar10,8,2048
ncf-2735,501033.0,ncf,1,32768
ncf-2736,501095.0,ncf,1,32768
cifar10-2737,501121.0,cifar10,12,4096
cifar10-2738,501146.0,cifar10,16,4096
cifar10-2739,501155.0,cifar10,12,4096
ncf-2740,501165.0,ncf,1,32768
ncf-2741,501184.0,ncf,1,32768
cifar10-2742,501194.0,cifar10,6,2048
ncf-2743,501254.0,ncf,1,32768
cifar10-2744,501267.0,cifar10,8,2048
ncf-2745,501280.0,ncf,1,32768
ncf-2746,501283.0,ncf,1,32768
bert-2747,501285.0,bert,12,384
deepspeech2-2748,501287.0,deepspeech2,8,320
bert-2749,501289.0,bert,8,384
deepspeech2-2750,501290.0,deepspeech2,12,640
bert-2751,501291.0,bert,8,384
deepspeech2-2752,501309.0,deepspeech2,12,640
cifar10-2753,501381.0,cifar10,6,2048
ncf-2754,501394.0,ncf,1,32768
cifar10-2755,501395.0,cifar10,12,4096
cifar10-2756,501438.0,cifar10,8,2048
cifar10-2757,501458.0,cifar10,6,2048
cifar10-2758,501491.0,cifar10,8,2048
yolov3-2759,501533.0,yolov3,4,64
cifar10-2760,501558.0,cifar10,16,4096
ncf-2761,501567.0,ncf,1,32768
cifar10-2762,501579.0,cifar10,16,4096
cifar10-2763,501616.0,cifar10,6,2048
ncf-2764,501633.0,ncf,1,32768
ncf-2765,501656.0,ncf,1,32768
ncf-2766,501680.0,ncf,1,32768
ncf-2767,501692.0,ncf,1,32768
cifar10-2768,501707.0,cifar10,6,2048
cifar10-2769,501740.0,cifar10,12,4096
ncf-2770,501762.0,ncf,1,32768
ncf-2771,501781.0,ncf,1,32768
cifar10-2772,501817.0,cifar10,16,4096
cifar10-2773,501864.0,cifar10,8,2048
ncf-2774,501869.0,ncf,1,32768
cifar10-2775,501884.0,cifar10,6,2048
cifar10-2776,501904.0,cifar10,8,2048
deepspeech2-2777,501934.0,deepspeech2,12,640
deepspeech2-2778,501938.0,deepspeech2,12,640
cifar10-2779,501951.0,cifar10,8,2048
ncf-2780,501990.0,ncf,1,32768
bert-2781,501994.0,bert,12,384
bert-2782,501997.0,bert,12,384
bert-2783,502002.0,bert,16,384
ncf-2784,502002.0,ncf,1,32768
bert-2785,502007.0,bert,16,384
deepspeech2-2786,502019.0,deepspeech2,12,640
bert-2787,502024.0,bert,16,384
ncf-2788,502027.0,ncf,1,32768
bert-2789,502030.0,bert,16,384
bert-2790,502036.0,bert,16,384
bert-2791,502043.0,bert,8,384
bert-2792,502048.0,bert,6,384
cifar10-2793,502088.0,cifar10,6,2048
cifar10-2794,502113.0,cifar10,12,4096
cifar10-2795,502159.0,cifar10,12,4096
deepspeech2-2796,502164.0,deepspeech2,8,320
cifar10-2797,502182.0,cifar10,8,2048
cifar10-2798,502198.0,cifar10,16,4096
ncf-2799,502226.0,ncf,1,32768
ncf-2800,502229.0,ncf,1,32768
ncf-2801,502232.0,ncf,1,32768
ncf-2802,502253.0,ncf,1,32768
ncf-2803,502264.0,ncf,1,32768
cifar10-2804,502265.0,cifar10,6,2048
ncf-2805,502296.0,ncf,1,32768
cifar10-2806,502298.0,cifar10,12,4096
cifar10-2807,502306.0,cifar10,6,2048
ncf-2808,502337.0,ncf,1,32768
cifar10-2809,502386.0,cifar10,6,2048
ncf-2810,502434.0,ncf,1,32768
ncf-2811,502468.0,ncf,1,32768
ncf-2812,502470.0,ncf,1,32768
cifar10-2813,502485.0,cifar10,16,4096
ncf-2814,502490.0,ncf,1,32768
cifar10-2815,502572.0,cifar10,6,2048
cifar10-2816,502603.0,cifar10,16,4096
deepspeech2-2817,502604.0,deepspeech2,8,320
ncf-2818,502896.0,ncf,1,32768
ncf-2819,504096.0,ncf,1,32768
bert-2820,504702.0,bert,8,384
cifar10-2821,505297.0,cifar10,16,4096
cifar10-2822,505895.0,cifar10,16,4096
yolov3-2823,506323.0,yolov3,4,64
cifar10-2824,507096.0,cifar10,8,2048
cifar10-2825,507695.0,cifar10,12,4096
yolov3-2826,507767.0,yolov3,4,64
ncf-2827,507874.0,ncf,1,32768
cifar10-2828,508296.0,cifar10,12,4096
imagenet-2829,508632.0,imagenet,24,3200
ncf-2830,508896.0,ncf,1,32768
cifar10-2831,509609.0,cifar10,8,2048
cifar10-2832,510096.0,cifar10,12,4096
ncf-2833,510695.0,ncf,1,32768
ncf-2834,511252.0,ncf,1,32768
ncf-2835,511296.0,ncf,1,32768
cifar10-2836,511800.0,cifar10,12,4096
ncf-2837,511800.0,ncf,1,32768
cifar10-2838,511884.0,cifar10,12,4096
ncf-2839,511896.0,ncf,1,32768
cifar10-2840,512659.0,cifar10,8,2048
cifar10-2841,512662.0,cifar10,6,2048
ncf-2842,512697.0,ncf,1,32768
cifar10-2843,513025.0,cifar10,8,2048
cifar10-2844,513195.0,cifar10,8,2048
cifar10-2845,513230.0,cifar10,6,2048
cifar10-2846,513275.0,cifar10,6,2048
ncf-2847,513598.0,ncf,1,32768
ncf-2848,513649.0,ncf,1,32768
cifar10-2849,513696.0,cifar10,8,2048
ncf-2850,513699.0,ncf,1,32768
ncf-2851,513753.0,ncf,1,32768
ncf-2852,513764.0,ncf,1,32768
cifar10-2853,513767.0,cifar10,16,4096
ncf-2854,514296.0,ncf,1,32768
ncf-2855,514345.0,ncf,1,32768
cifar10-2856,514476.0,cifar10,8,2048
cifar10-2857,514532.0,cifar10,6,2048
deepspeech2-2858,514738.0,deepspeech2,12,640
cifar10-2859,514896.0,cifar10,12,4096
ncf-2860,515426.0,ncf,1,32768
ncf-2861,515496.0,ncf,1,32768
cifar10-2862,516096.0,cifar10,12,4096
cifar10-2863,516696.0,cifar10,6,2048
imagenet-2864,516777.0,imagenet,32,6400
yolov3-2865,516910.0,yolov3,4,64
cifar10-2866,517296.0,cifar10,16,4096
cifar10-2867,517563.0,cifar10,12,4096
ncf-2868,517568.0,ncf,1,32768
cifar10-2869,517752.0,cifar10,12,4096
cifar10-2870,517896.0,cifar10,6,2048
imagenet-2871,518011.0,imagenet,32,6400
ncf-2872,518080.0,ncf,1,32768
cifar10-2873,518206.0,cifar10,16,4096
ncf-2874,518255.0,ncf,1,32768
ncf-2875,518389.0,ncf,1,32768
cifar10-2876,518404.0,cifar10,16,4096
ncf-2877,518497.0,ncf,1,32768
cifar10-2878,518767.0,cifar10,6,2048
imagenet-2879,518901.0,imagenet,24,3200
imagenet-2880,519082.0,imagenet,24,3200
ncf-2881,519096.0,ncf,1,32768
ncf-2882,519490.0,ncf,1,32768
ncf-2883,519494.0,ncf,1,32768
cifar10-2884,519696.0,cifar10,8,2048
cifar10-2885,520064.0,cifar10,16,4096
ncf-2886,520296.0,ncf,1,32768
cifar10-2887,520896.0,cifar10,16,4096
ncf-2888,521496.0,ncf,1,32768
ncf-2889,522096.0,ncf,1,32768
cifar10-2890,522696.0,cifar10,16,4096
deepspeech2-2891,523011.0,deepspeech2,12,640
ncf-2892,523296.0,ncf,1,32768
ncf-2893,523579.0,ncf,1,32768
ncf-2894,523597.0,ncf,1,32768
cifar10-2895,523864.0,cifar10,8,2048
ncf-2896,523896.0,ncf,1,32768
cifar10-2897,524120.0,cifar10,6,2048
cifar10-2898,524132.0,cifar10,8,2048
cifar10-2899,524163.0,cifar10,8,2048
cifar10-2900,524182.0,cifar10,8,2048
yolov3-2901,524297.0,yolov3,4,64
yolov3-2902,524364.0,yolov3,4,64
ncf-2903,524496.0,ncf,1,32768
cifar10-2904,525696.0,cifar10,6,2048
bert-2905,526218.0,bert,16,384
cifar10-2906,526296.0,cifar10,16,4096
yolov3-2907,526678.0,yolov3,4,64
yolov3-2908,526768.0,yolov3,4,64
ncf-2909,526896.0,ncf,1,32768
cifar10-2910,527208.0,cifar10,6,2048
cifar10-2911,527495.0,cifar10,6,2048
ncf-2912,527546.0,ncf,1,32768
ncf-2913,528888.0,ncf,1,32768
cifar10-2914,529107.0,cifar10,8,2048
cifar10-2915,529295.0,cifar10,6,2048
ncf-2916,529896.0,ncf,1,32768
deepspeech2-2917,530441.0,deepspeech2,6,320
ncf-2918,530513.0,ncf,1,32768
ncf-2919,530513.0,ncf,1,32768
cifar10-2920,530545.0,cifar10,6,2048
cifar10-2921,531095.0,cifar10,16,4096
yolov3-2922,531255.0,yolov3,4,64
yolov3-2923,531275.0,yolov3,4,64
ncf-2924,531696.0,ncf,1,32768
ncf-2925,531996.0,ncf,1,32768
bert-2926,532038.0,bert,16,384
cifar10-2927,532296.0,cifar10,12,4096
cifar10-2928,532465.0,cifar10,8,2048
yolov3-2929,532828.0,yolov3,4,64
ncf-2930,532896.0,ncf,1,32768
cifar10-2931,533496.0,cifar10,6,2048
cifar10-2932,533813.0,cifar10,16,4096
imagenet-2933,533866.0,imagenet,24,3200
cifar10-2934,534096.0,cifar10,6,2048
bert-2935,534651.0,bert,12,384
ncf-2936,534696.0,ncf,1,32768
cifar10-2937,535296.0,cifar10,12,4096
ncf-2938,535895.0,ncf,1,32768
ncf-2939,536496.0,ncf,1,32768
deepspeech2-2940,536654.0,deepspeech2,6,320
bert-2941,536654.0,bert,8,384
ncf-2942,537096.0,ncf,1,32768
cifar10-2943,537695.0,cifar10,16,4096
bert-2944,538375.0,bert,6,384
yolov3-2945,538525.0,yolov3,4,64
deepspeech2-2946,538662.0,deepspeech2,12,640
cifar10-2947,538775.0,cifar10,16,4096
ncf-2948,538898.0,ncf,1,32768
yolov3-2949,538910.0,yolov3,4,64
deepspeech2-2950,538910.0,deepspeech2,8,320
yolov3-2951,538961.0,yolov3,4,64
yolov3-2952,538968.0,yolov3,4,64
cifar10-2953,538975.0,cifar10,8,2048
yolov3-2954,538983.0,yolov3,4,64
ncf-2955,539496.0,ncf,1,32768
ncf-2956,539589.0,ncf,1,32768
ncf-2957,539614.0,ncf,1,32768
deepspeech2-2958,539650.0,deepspeech2,12,640
yolov3-2959,539743.0,yolov3,4,64
yolov3-2960,539754.0,yolov3,4,64
ncf-2961,539768.0,ncf,1,32768
deepspeech2-2962,539784.0,deepspeech2,6,320
cifar10-2963,539798.0,cifar10,6,2048
ncf-2964,539811.0,ncf,1,32768
cifar10-2965,539826.0,cifar10,8,2048
ncf-2966,540095.0,ncf,1,32768
cifar10-2967,540695.0,cifar10,6,2048
yolov3-2968,540866.0,yolov3,4,64
cifar10-2969,540875.0,cifar10,6,2048
ncf-2970,541296.0,ncf,1,32768
yolov3-2971,541835.0,yolov3,4,64
ncf-2972,542298.0,ncf,1,32768
cifar10-2973,543097.0,cifar10,8,2048
yolov3-2974,543433.0,yolov3,4,64
yolov3-2975,543439.0,yolov3,4,64
yolov3-2976,543494.0,yolov3,4,64
cifar10-2977,544295.0,cifar10,12,4096
bert-2978,544764.0,bert,8,384
cifar10-2979,545070.0,cifar10,6,2048
ncf-2980,545070.0,ncf,1,32768
cifar10-2981,545994.0,cifar10,6,2048
ncf-2982,546096.0,ncf,1,32768
cifar10-2983,546271.0,cifar10,6,2048
ncf-2984,546271.0,ncf,1,32768
cifar10-2985,546679.0,cifar10,12,4096
cifar10-2986,546696.0,cifar10,6,2048
cifar10-2987,547296.0,cifar10,16,4096
ncf-2988,547311.0,ncf,1,32768
bert-2989,547322.0,bert,8,384
cifar10-2990,547341.0,cifar10,6,2048
deepspeech2-2991,547343.0,deepspeech2,8,320
deepspeech2-2992,547344.0,deepspeech2,6,320
cifar10-2993,547345.0,cifar10,16,4096
deepspeech2-2994,547346.0,deepspeech2,6,320
bert-2995,547347.0,bert,16,384
bert-2996,547348.0,bert,8,384
deepspeech2-2997,547349.0,deepspeech2,12,640
cifar10-2998,547495.0,cifar10,8,2048
cifar10-2999,547496.0,cifar10,16,4096
ncf-3000,547497.0,ncf,1,32768
cifar10-3001,547497.0,cifar10,6,2048
yolov3-3002,547664.0,yolov3,4,64
ncf-3003,547671.0,ncf,1,32768
ncf-3004,547756.0,ncf,1,32768
ncf-3005,547895.0,ncf,1,32768
ncf-3006,548441.0,ncf,1,32768
cifar10-3007,548496.0,cifar10,6,2048
yolov3-3008,548845.0,yolov3,4,64
ncf-3009,549096.0,ncf,1,32768
ncf-3010,549696.0,ncf,1,32768
cifar10-3011,549966.0,cifar10,16,4096
cifar10-3012,550296.0,cifar10,12,4096
imagenet-3013,550654.0,imagenet,24,3200
ncf-3014,550675.0,ncf,1,32768
ncf-3015,550896.0,ncf,1,32768
ncf-3016,551496.0,ncf,1,32768
bert-3017,551882.0,bert,6,384
yolov3-3018,552258.0,yolov3,4,64
ncf-3019,552696.0,ncf,1,32768
ncf-3020,553295.0,ncf,1,32768
ncf-3021,553672.0,ncf,1,32768
bert-3022,553687.0,bert,12,384
bert-3023,553687.0,bert,12,384
deepspeech2-3024,553688.0,deepspeech2,12,640
bert-3025,553689.0,bert,6,384
ncf-3026,553896.0,ncf,1,32768
ncf-3027,554209.0,ncf,1,32768
ncf-3028,554233.0,ncf,1,32768
ncf-3029,554234.0,ncf,1,32768
cifar10-3030,554241.0,cifar10,12,4096
ncf-3031,554267.0,ncf,1,32768
ncf-3032,554267.0,ncf,1,32768
ncf-3033,554268.0,ncf,1,32768
ncf-3034,554269.0,ncf,1,32768
ncf-3035,554304.0,ncf,1,32768
ncf-3036,554304.0,ncf,1,32768
cifar10-3037,554330.0,cifar10,6,2048
cifar10-3038,554331.0,cifar10,6,2048
ncf-3039,554332.0,ncf,1,32768
ncf-3040,554333.0,ncf,1,32768
ncf-3041,554362.0,ncf,1,32768
cifar10-3042,554364.0,cifar10,16,4096
cifar10-3043,554365.0,cifar10,12,4096
cifar10-3044,554366.0,cifar10,16,4096
cifar10-3045,554367.0,cifar10,8,2048
cifar10-3046,554368.0,cifar10,16,4096
imagenet-3047,554470.0,imagenet,24,3200
cifar10-3048,554496.0,cifar10,12,4096
cifar10-3049,555096.0,cifar10,8,2048
ncf-3050,555695.0,ncf,1,32768
cifar10-3051,555822.0,cifar10,8,2048
cifar10-3052,555870.0,cifar10,6,2048
ncf-3053,556296.0,ncf,1,32768
ncf-3054,556677.0,ncf,1,32768
ncf-3055,558164.0,ncf,1,32768
yolov3-3056,558466.0,yolov3,4,64
ncf-3057,558696.0,ncf,1,32768
ncf-3058,559295.0,ncf,1,32768
bert-3059,559634.0,bert,8,384
cifar10-3060,559896.0,cifar10,8,2048
ncf-3061,560495.0,ncf,1,32768
ncf-3062,561095.0,ncf,1,32768
yolov3-3063,561302.0,yolov3,4,64
yolov3-3064,561306.0,yolov3,4,64
ncf-3065,561696.0,ncf,1,32768
cifar10-3066,561921.0,cifar10,16,4096
ncf-3067,561939.0,ncf,1,32768
ncf-3068,561946.0,ncf,1,32768
deepspeech2-3069,561948.0,deepspeech2,12,640
cifar10-3070,561954.0,cifar10,8,2048
ncf-3071,561957.0,ncf,1,32768
ncf-3072,561959.0,ncf,1,32768
cifar10-3073,561968.0,cifar10,12,4096
ncf-3074,561976.0,ncf,1,32768
cifar10-3075,561981.0,cifar10,6,2048
cifar10-3076,562016.0,cifar10,12,4096
ncf-3077,562031.0,ncf,1,32768
ncf-3078,562038.0,ncf,1,32768
imagenet-3079,562055.0,imagenet,32,6400
bert-3080,562132.0,bert,6,384
ncf-3081,562296.0,ncf,1,32768
deepspeech2-3082,562585.0,deepspeech2,6,320
deepspeech2-3083,562585.0,deepspeech2,8,320
cifar10-3084,562820.0,cifar10,16,4096
ncf-3085,562829.0,ncf,1,32768
bert-3086,562845.0,bert,8,384
ncf-3087,562846.0,ncf,1,32768
ncf-3088,562897.0,ncf,1,32768
ncf-3089,562911.0,ncf,1,32768
cifar10-3090,562919.0,cifar10,6,2048
cifar10-3091,562920.0,cifar10,16,4096
cifar10-3092,562923.0,cifar10,8,2048
ncf-3093,562945.0,ncf,1,32768
ncf-3094,563496.0,ncf,1,32768
imagenet-3095,564010.0,imagenet,24,3200
cifar10-3096,564095.0,cifar10,8,2048
deepspeech2-3097,564236.0,deepspeech2,12,640
cifar10-3098,564696.0,cifar10,12,4096
ncf-3099,565295.0,ncf,1,32768
cifar10-3100,565896.0,cifar10,8,2048
cifar10-3101,566496.0,cifar10,8,2048
yolov3-3102,566747.0,yolov3,4,64
imagenet-3103,567060.0,imagenet,24,3200
yolov3-3104,567666.0,yolov3,4,64
cifar10-3105,567696.0,cifar10,6,2048
cifar10-3106,568295.0,cifar10,12,4096
bert-3107,568568.0,bert,16,384
bert-3108,568580.0,bert,12,384
yolov3-3109,568586.0,yolov3,4,64
bert-3110,568598.0,bert,12,384
bert-3111,568612.0,bert,8,384
bert-3112,568626.0,bert,6,384
yolov3-3113,568627.0,yolov3,4,64
deepspeech2-3114,568634.0,deepspeech2,6,320
yolov3-3115,568634.0,yolov3,4,64
bert-3116,568639.0,bert,8,384
ncf-3117,568895.0,ncf,1,32768
deepspeech2-3118,569284.0,deepspeech2,12,640
bert-3119,569289.0,bert,12,384
bert-3120,569294.0,bert,12,384
bert-3121,569299.0,bert,8,384
deepspeech2-3122,569304.0,deepspeech2,12,640
deepspeech2-3123,569309.0,deepspeech2,12,640
bert-3124,569313.0,bert,8,384
bert-3125,569318.0,bert,6,384
deepspeech2-3126,569322.0,deepspeech2,6,320
bert-3127,569327.0,bert,8,384
ncf-3128,569495.0,ncf,1,32768
imagenet-3129,569622.0,imagenet,24,3200
ncf-3130,570095.0,ncf,1,32768
ncf-3131,571296.0,ncf,1,32768
cifar10-3132,571897.0,cifar10,12,4096
cifar10-3133,572495.0,cifar10,8,2048
cifar10-3134,573095.0,cifar10,16,4096
yolov3-3135,573179.0,yolov3,4,64
bert-3136,573695.0,bert,6,384
cifar10-3137,574156.0,cifar10,8,2048
deepspeech2-3138,574156.0,deepspeech2,12,640
cifar10-3139,574242.0,cifar10,8,2048
cifar10-3140,574895.0,cifar10,12,4096
cifar10-3141,575563.0,cifar10,16,4096
ncf-3142,576696.0,ncf,1,32768
cifar10-3143,576828.0,cifar10,6,2048
yolov3-3144,577375.0,yolov3,4,64
yolov3-3145,577395.0,yolov3,4,64
yolov3-3146,577413.0,yolov3,4,64
yolov3-3147,577445.0,yolov3,4,64
ncf-3148,577454.0,ncf,1,32768
ncf-3149,577502.0,ncf,1,32768
ncf-3150,577731.0,ncf,1,32768
ncf-3151,577751.0,ncf,1,32768
bert-3152,577811.0,bert,6,384
cifar10-3153,578157.0,cifar10,12,4096
ncf-3154,578177.0,ncf,1,32768
ncf-3155,578371.0,ncf,1,32768
cifar10-3156,578496.0,cifar10,12,4096
yolov3-3157,578908.0,yolov3,4,64
yolov3-3158,578916.0,yolov3,4,64
yolov3-3159,578925.0,yolov3,4,64
cifar10-3160,579095.0,cifar10,12,4096
bert-3161,579226.0,bert,8,384
cifar10-3162,579232.0,cifar10,16,4096
cifar10-3163,579238.0,cifar10,12,4096
ncf-3164,579243.0,ncf,1,32768
ncf-3165,579248.0,ncf,1,32768
ncf-3166,579253.0,ncf,1,32768
yolov3-3167,579254.0,yolov3,4,64
cifar10-3168,579259.0,cifar10,16,4096
cifar10-3169,579264.0,cifar10,12,4096
ncf-3170,579269.0,ncf,1,32768
cifar10-3171,579273.0,cifar10,12,4096
ncf-3172,579695.0,ncf,1,32768
yolov3-3173,579921.0,yolov3,4,64
ncf-3174,580296.0,ncf,1,32768
cifar10-3175,580896.0,cifar10,8,2048
bert-3176,581479.0,bert,16,384
ncf-3177,582096.0,ncf,1,32768
yolov3-3178,582143.0,yolov3,4,64
yolov3-3179,582264.0,yolov3,4,64
yolov3-3180,582365.0,yolov3,4,64
yolov3-3181,582366.0,yolov3,4,64
yolov3-3182,582367.0,yolov3,4,64
yolov3-3183,582370.0,yolov3,4,64
yolov3-3184,582370.0,yolov3,4,64
yolov3-3185,582501.0,yolov3,4,64
yolov3-3186,582501.0,yolov3,4,64
yolov3-3187,582502.0,yolov3,4,64
yolov3-3188,582504.0,yolov3,4,64
yolov3-3189,582504.0,yolov3,4,64
yolov3-3190,582507.0,yolov3,4,64
imagenet-3191,582628.0,imagenet,32,6400
cifar10-3192,582696.0,cifar10,6,2048
ncf-3193,582728.0,ncf,1,32768
cifar10-3194,582901.0,cifar10,6,2048
ncf-3195,582901.0,ncf,1,32768
cifar10-3196,582907.0,cifar10,6,2048
ncf-3197,582992.0,ncf,1,32768
cifar10-3198,583008.0,cifar10,8,2048
cifar10-3199,583011.0,cifar10,8,2048
ncf-3200,583201.0,ncf,1,32768
ncf-3201,584027.0,ncf,1,32768
yolov3-3202,584257.0,yolov3,4,64
cifar10-3203,585096.0,cifar10,16,4096
yolov3-3204,585727.0,yolov3,4,64
yolov3-3205,585728.0,yolov3,4,64
yolov3-3206,585789.0,yolov3,4,64
yolov3-3207,585790.0,yolov3,4,64
yolov3-3208,585790.0,yolov3,4,64
yolov3-3209,585792.0,yolov3,4,64
yolov3-3210,585792.0,yolov3,4,64
yolov3-3211,585792.0,yolov3,4,64
yolov3-3212,585793.0,yolov3,4,64
yolov3-3213,585889.0,yolov3,4,64
cifar10-3214,586852.0,cifar10,8,2048
ncf-3215,586857.0,ncf,1,32768
